RowNumber,CustomerId,Name,CardNumber,CreditScore,Country,EstimatedSalary,ConversionDate,FirstPurchase,DateOfPitch,Gender,Age,Tenure,Balance,NumOfProducts,IsActiveMember
852,15794048,Wan,5.10018E+15,667,Germany,113316.77,5/25/2022,5/25/2022,5/25/2022,Female,48,1,97133.92,2,0
853,15677610,Chambers,3.02253E+13,511,Germany,39087.42,3/25/2022,3/25/2022,3/25/2022,Female,41,8,153895.65,1,1
854,15745012,Pettit,3.5483E+15,653,France,7330.59,5/10/2022,5/10/2022,5/10/2022,Female,43,6,0,2,1
855,15601589,Baresi,3.54262E+15,675,France,95463.29,1/6/2022,1/6/2022,1/6/2022,Female,57,8,0,2,1
856,15686436,Newbery,3.57739E+15,523,Spain,167848.02,5/22/2022,5/22/2022,5/22/2022,Male,32,4,0,2,0
857,15693864,Iheanacho,4.04159E+15,567,Germany,93953.84,9/21/2022,9/21/2022,9/21/2022,Female,49,5,134956.02,1,0
858,15760550,Duncan,5.58227E+15,741,Spain,174227.66,5/9/2022,5/9/2022,5/9/2022,Male,39,7,143637.58,2,1
859,15686137,Barry,6.76724E+17,456,Spain,135399.21,1/26/2022,1/26/2022,1/26/2022,Male,32,9,147506.25,1,1
860,15809087,Landry,4.9051E+18,598,France,195635.3,1/6/2022,1/6/2022,1/6/2022,Male,64,1,0,2,0
861,15807663,McGregor,3.74622E+14,667,France,97508.04,6/15/2022,6/15/2022,6/15/2022,Male,43,8,190227.46,1,0
862,15809100,Nucci,3.5461E+15,548,France,188083.77,8/22/2022,8/22/2022,8/22/2022,Female,32,2,172448.77,1,0
863,15794916,Pirogov,5.04837E+15,725,France,116704.25,12/31/2021,12/31/2021,12/31/2021,Male,41,7,113980.21,1,1
864,15614215,Oguejiofor,4.50869E+15,717,France,97614.87,10/27/2022,10/27/2022,10/27/2022,Male,53,6,0,2,1
865,15805449,Ugochukwu,3.566E+15,594,France,186884.04,2/26/2022,2/26/2022,2/26/2022,Male,38,4,0,2,0
866,15686983,Rohu,3.58102E+15,678,Germany,131501.72,8/26/2022,8/26/2022,8/26/2022,Female,25,10,76968.12,2,1
867,15808017,Cary,3.55662E+15,545,France,24302.95,4/13/2022,4/13/2022,4/13/2022,Male,38,1,88293.13,2,1
868,15756804,O'Loghlen,5.01012E+15,636,France,110510.28,6/3/2022,6/3/2022,6/3/2022,Female,48,1,170833.46,1,0
869,15646810,Quinn,3.57696E+15,603,Germany,108488.33,3/1/2022,3/1/2022,3/1/2022,Male,44,6,108122.39,2,0
870,15710424,Page,3.00307E+13,435,France,197015.2,3/22/2022,3/22/2022,3/22/2022,Male,36,4,0,1,1
871,15799422,Evans,4.91788E+15,535,France,27689.77,6/8/2022,6/8/2022,6/8/2022,Female,40,8,0,1,1
872,15692750,McGregor,3.58818E+15,629,Germany,9217.55,1/11/2022,1/11/2022,1/11/2022,Female,45,7,129818.39,3,0
873,15794549,Andrews,5.10014E+15,722,France,15068.18,7/20/2022,7/20/2022,7/20/2022,Female,35,2,163943.89,2,1
874,15803764,Stanley,3.53674E+15,561,France,7797.01,12/4/2022,12/4/2022,12/4/2022,Male,28,7,0,2,0
875,15674840,Chiazagomekpere,5.60225E+15,645,France,4400.32,1/7/2022,1/7/2022,1/7/2022,Female,38,5,101430.3,2,1
876,15653762,Chidiebele,4.9133E+15,501,France,182025.95,7/23/2022,7/23/2022,7/23/2022,Female,39,9,117301.66,1,0
877,15581229,Gregory,3.54935E+15,502,Germany,122763.95,5/16/2022,5/16/2022,5/16/2022,Female,32,1,173340.83,1,1
878,15800228,Bednall,2.01403E+14,652,Spain,38152.01,9/25/2022,9/25/2022,9/25/2022,Female,42,4,0,2,1
879,15656333,Jen,5.60222E+16,574,France,63163.99,2/18/2022,2/18/2022,2/18/2022,Female,33,3,134348.57,1,0
880,15697497,She,5.60225E+15,518,France,73418.29,9/6/2022,9/6/2022,9/6/2022,Female,45,9,105525.65,2,1
881,15585362,Simmons,6.33471E+15,749,France,17978.68,8/25/2022,8/25/2022,8/25/2022,Female,60,6,0,1,0
882,15571928,Fraser,3.57157E+15,679,France,115136.51,8/6/2022,8/6/2022,8/6/2022,Female,43,4,0,3,0
883,15785519,May,6.76732E+17,565,France,149575.59,5/11/2022,5/11/2022,5/11/2022,Male,36,6,106192.1,1,0
884,15743007,Seabrook,4.0416E+12,643,France,60917.24,5/17/2022,5/17/2022,5/17/2022,Female,45,4,45144.43,1,0
885,15777211,Herrera,4.04137E+12,515,France,142548.33,11/20/2022,11/20/2022,11/20/2022,Male,65,7,92113.61,1,1
886,15721935,Kincaid,6.76135E+18,521,France,157878.67,8/18/2022,8/18/2022,8/18/2022,Male,25,7,0,2,1
887,15591711,Sleeman,5.20207E+15,739,Spain,12796.43,10/17/2022,10/17/2022,10/17/2022,Male,38,0,128366.44,1,0
888,15625021,Hung,6.75928E+17,585,France,18657.77,9/16/2022,9/16/2022,9/16/2022,Male,42,2,0,2,1
889,15702968,Artemieva,3.58758E+15,733,Germany,134589.58,5/20/2022,5/20/2022,5/20/2022,Male,74,3,106545.53,1,1
890,15600462,Barwell,3.58852E+15,542,France,10350.74,10/13/2022,10/13/2022,10/13/2022,Female,43,8,145618.37,1,1
891,15768104,Wright,6.30418E+15,788,Spain,66013.27,10/15/2022,10/15/2022,10/15/2022,Male,37,8,141541.25,1,0
892,15780140,Bellucci,5.89309E+18,435,Germany,5907.11,5/7/2022,5/7/2022,5/7/2022,Male,32,2,57017.06,2,1
893,15585255,Moore,3.61197E+13,577,France,74077.91,2/15/2022,2/15/2022,2/15/2022,Male,42,9,0,1,0
894,15772781,Ball,5.49522E+15,703,France,77294.56,3/5/2022,3/5/2022,3/5/2022,Female,51,3,0,3,1
895,15669987,Sung,3.56731E+15,728,Germany,54359.02,12/2/2022,12/2/2022,12/2/2022,Female,35,8,125884.95,2,0
896,15697000,Mello,3.5746E+15,728,Germany,156124.93,12/28/2021,12/28/2021,12/28/2021,Male,32,5,61825.5,1,1
897,15733119,Mistry,3.53242E+15,718,France,94820.85,5/26/2022,5/26/2022,5/26/2022,Male,35,8,0,2,0
898,15782390,T'ien,4.175E+15,621,France,155155.25,4/29/2022,4/29/2022,4/29/2022,Female,40,6,0,1,0
899,15654700,Fallaci,5.14673E+15,523,France,128702.1,1/6/2022,1/6/2022,1/6/2022,Female,40,2,102967.41,1,0
900,15632210,Hill,6.33491E+15,657,Germany,22745.5,3/14/2022,3/14/2022,3/14/2022,Male,25,2,171770.55,1,0
901,15642041,Burns,3.53782E+15,727,Germany,71865.31,8/16/2022,8/16/2022,8/16/2022,Male,40,1,93051.64,2,0
902,15709737,Hunter,3.58036E+15,643,France,84294.82,3/9/2022,3/9/2022,3/9/2022,Male,36,7,161064.64,2,1
903,15792388,Li,3.00955E+13,645,France,149139.13,6/10/2022,6/10/2022,6/10/2022,Female,48,7,90612.34,1,1
904,15786014,Ku,3.53622E+15,568,France,185489.11,5/29/2022,5/29/2022,5/29/2022,Male,28,5,145105.64,2,0
905,15794580,Ch'en,3.56036E+15,599,France,176407.15,10/7/2022,10/7/2022,10/7/2022,Male,58,4,0,1,0
906,15675964,Chukwukadibia,5.60224E+15,672,France,92027.69,8/17/2022,8/17/2022,8/17/2022,Female,45,9,0,1,1
907,15814275,Zikoranachidimma,3.57611E+15,685,France,43932.54,2/23/2022,2/23/2022,2/23/2022,Male,33,6,174912.72,1,1
908,15724848,Oluchukwu,3.57864E+15,516,France,115789.25,10/9/2022,10/9/2022,10/9/2022,Female,46,1,104947.72,1,0
909,15754713,Rivera,3.55079E+15,685,Spain,125777.28,6/8/2022,6/8/2022,6/8/2022,Male,31,10,135213.71,1,1
910,15693814,Niu,5.01013E+15,806,Spain,18461.9,6/5/2022,6/5/2022,6/5/2022,Male,25,7,0,2,0
911,15599660,Bennett,6.76369E+16,604,France,79633.38,3/19/2022,3/19/2022,3/19/2022,Male,36,6,116229.85,2,1
912,15746490,Wollstonecraft,3.54547E+15,648,Spain,121542.29,11/28/2022,11/28/2022,11/28/2022,Female,53,6,111201.41,1,1
913,15566091,Thomsen,6.30429E+16,545,Spain,94739.2,4/30/2022,4/30/2022,4/30/2022,Female,32,4,0,1,0
914,15655961,Palermo,3.55396E+15,756,Germany,93302.29,5/22/2022,5/22/2022,5/22/2022,Male,27,1,131899,1,0
915,15710404,Chinwendu,6.37281E+15,569,France,193793.78,6/17/2022,6/17/2022,6/17/2022,Male,35,10,124525.52,1,1
916,15775625,McKenzie,5.89371E+15,596,France,74835.65,3/21/2022,3/21/2022,3/21/2022,Male,47,6,0,1,0
917,15792328,James,3.57461E+15,475,France,56999.9,6/16/2022,6/16/2022,6/16/2022,Male,39,6,0,1,1
918,15719856,Lamb,3.56755E+15,646,France,57236.44,6/2/2022,6/2/2022,6/2/2022,Female,45,3,47134.75,1,1
919,15593773,Olejuru,3.56555E+15,784,Spain,81483.64,8/30/2022,8/30/2022,8/30/2022,Male,35,3,0,2,0
920,15733114,Hay,5.00236E+15,552,Spain,26752.56,3/9/2022,3/9/2022,3/9/2022,Male,45,9,0,2,0
921,15797748,Lu,3.58935E+15,729,France,9200.54,6/12/2022,6/12/2022,6/12/2022,Male,44,5,0,2,1
922,15743411,Chiawuotu,3.56887E+15,609,Spain,22447.85,5/8/2022,5/8/2022,5/8/2022,Male,61,1,0,1,0
923,15753337,Yeates,5.01827E+17,555,France,189122.89,6/30/2022,6/30/2022,6/30/2022,Male,51,5,0,3,0
924,15601026,Gallagher,5.10876E+15,572,Germany,16161.82,9/9/2022,9/9/2022,9/9/2022,Female,19,1,138657.08,1,1
925,15658485,Heath,3.58868E+15,785,France,68600.36,3/10/2022,3/10/2022,3/10/2022,Female,34,9,70302.48,1,1
926,15636731,Ts'ai,3.55059E+15,714,Germany,447.73,6/7/2022,6/7/2022,6/7/2022,Female,36,1,101609.01,2,1
927,15628303,Thurgood,5.30303E+15,738,Spain,15650.73,12/8/2022,12/8/2022,12/8/2022,Male,35,3,0,1,1
928,15633461,Pai,3.40237E+14,639,Germany,149599.62,10/23/2022,10/23/2022,10/23/2022,Male,38,5,130170.82,1,1
929,15677135,Lorenzo,3.57111E+15,520,Germany,90304.01,9/1/2022,9/1/2022,9/1/2022,Male,61,8,133802.29,2,1
930,15590876,Knupp,3.52974E+15,764,France,115676.38,12/18/2021,12/18/2021,12/18/2021,Female,24,7,106234.02,1,0
931,15790782,Baryshnikov,5.01883E+15,661,Spain,38812.67,4/15/2022,4/15/2022,4/15/2022,Male,39,6,132628.98,1,0
932,15700476,Azubuike,5.61051E+15,564,Germany,34338.21,12/2/2022,12/2/2022,12/2/2022,Male,41,9,103522.75,2,1
933,15634141,Shephard,3.5497E+15,708,Germany,823.36,8/1/2022,8/1/2022,8/1/2022,Female,42,8,192390.52,2,0
934,15737795,Scott,5.60222E+17,512,Spain,135482.26,6/12/2022,6/12/2022,6/12/2022,Male,36,1,0,1,1
935,15790299,Williamson,3.57938E+15,592,Spain,10656.89,2/19/2022,2/19/2022,2/19/2022,Male,37,9,0,3,1
936,15675316,Avdeeva,3.03774E+13,619,France,116467.35,9/3/2022,9/3/2022,9/3/2022,Female,38,3,0,2,1
937,15613630,Tang,5.64183E+15,775,France,96823.32,5/24/2022,5/24/2022,5/24/2022,Male,52,8,109922.61,1,1
938,15662100,Hsu,3.55094E+15,850,Germany,171096.2,6/9/2022,6/9/2022,6/9/2022,Female,44,5,128605.32,1,1
939,15668032,Buchanan,3.56473E+15,577,France,79881.39,1/5/2022,1/5/2022,1/5/2022,Female,37,4,0,1,1
940,15599289,Yeh,3.64014E+13,724,France,157862.82,2/11/2022,2/11/2022,2/11/2022,Female,37,10,68598.56,1,0
941,15754084,Palazzi,6.30403E+17,710,Spain,127951.81,12/20/2021,12/20/2021,12/20/2021,Male,35,1,106518.52,1,1
942,15676521,Y?an,3.55946E+15,696,France,191074.11,12/17/2021,12/17/2021,12/17/2021,Female,31,8,0,2,0
943,15804586,Lin,6.70997E+15,376,France,157333.69,9/12/2022,9/12/2022,9/12/2022,Female,46,6,0,1,0
944,15781465,Schofield,3.54009E+15,675,Germany,133457.52,6/29/2022,6/29/2022,6/29/2022,Female,29,8,121326.42,1,0
945,15729362,Lombardi,3.58247E+15,745,France,130789.6,2/15/2022,2/15/2022,2/15/2022,Male,36,8,67226.37,1,0
946,15709295,Wall,5.10015E+15,697,Spain,128373.88,1/6/2022,1/6/2022,1/6/2022,Female,25,5,82931.85,2,1
947,15745324,Milani,3.53127E+15,599,Spain,194273.2,4/24/2022,4/24/2022,4/24/2022,Female,39,4,0,1,0
948,15741336,Ejimofor,5.00767E+15,715,France,5684.17,7/7/2022,7/7/2022,7/7/2022,Female,38,5,118590.41,1,1
949,15783659,Blackburn,3.56615E+15,659,France,131043.2,9/3/2022,9/3/2022,9/3/2022,Male,67,4,145981.87,1,1
950,15620981,Wickham,6.39115E+15,684,France,21228.34,5/23/2022,5/23/2022,5/23/2022,Female,48,3,73309.38,1,0
951,15630328,Bird,5.26372E+15,635,France,43250.3,7/31/2022,7/31/2022,7/31/2022,Female,48,8,130796.33,2,1
952,15785899,Ch'en,6.04949E+15,789,Germany,4389.4,11/26/2022,11/26/2022,11/26/2022,Male,33,8,151607.56,1,0
953,15606149,Wood,3.55915E+15,571,Germany,189271.9,8/28/2022,8/28/2022,8/28/2022,Female,66,9,111577.01,1,1
954,15671139,Brizendine,3.54044E+15,694,Spain,102284.2,9/2/2022,9/2/2022,9/2/2022,Male,39,0,107042.74,1,1
955,15660429,Ch'in,4.17501E+15,665,Spain,156774.94,7/28/2022,7/28/2022,7/28/2022,Female,42,2,156371.61,2,1
956,15571002,Yusupov,3.54499E+15,706,France,69865.49,5/15/2022,5/15/2022,5/15/2022,Female,44,4,129605.99,1,0
957,15631681,Jibunoh,3.57709E+15,807,Spain,85523.24,11/11/2022,11/11/2022,11/11/2022,Female,43,0,0,2,1
958,15731522,Ts'ui,3.56501E+15,771,Spain,51219.8,7/19/2022,7/19/2022,7/19/2022,Female,67,8,0,2,1
959,15619529,Ndukaku,4.91143E+15,531,Spain,7222.92,3/1/2022,3/1/2022,3/1/2022,Male,27,8,132576.25,1,0
960,15628034,Wilder,3.74284E+14,629,France,23971.33,12/29/2021,12/29/2021,12/29/2021,Female,37,6,129101.3,1,1
961,15686164,Maclean,3.52864E+15,850,Germany,132173.31,12/13/2021,12/13/2021,12/13/2021,Female,31,1,108822.4,1,1
962,15582797,Ch'iu,6.76755E+17,685,Spain,113639.64,10/22/2022,10/22/2022,10/22/2022,Male,35,4,137948.51,1,0
963,15753831,Cox,5.10014E+15,642,Spain,39768.59,12/29/2021,12/29/2021,12/29/2021,Male,32,7,100433.8,1,1
964,15731815,Nepean,3.74288E+14,529,Spain,108732.96,11/10/2022,11/10/2022,11/10/2022,Male,63,4,96134.11,3,0
965,15580956,McNess,3.5899E+15,683,Germany,117349.19,9/22/2022,9/22/2022,9/22/2022,Female,43,4,115888.04,1,1
966,15602084,Coles,6.38755E+15,663,France,78004.5,6/23/2022,6/23/2022,6/23/2022,Female,42,5,124626.07,1,1
967,15589805,Benson,6.75952E+17,563,France,152417.79,11/26/2022,11/26/2022,11/26/2022,Female,34,6,139810.34,1,1
968,15720893,Gilbert,3.55326E+15,637,Spain,26057.08,10/10/2022,10/10/2022,10/10/2022,Female,34,9,0,2,0
969,15641009,Wilhelm,3.58995E+15,544,France,79972.09,5/3/2022,5/3/2022,5/3/2022,Male,37,3,84496.71,1,0
970,15605926,Sinclair,5.00766E+15,649,Germany,107125.79,10/4/2022,10/4/2022,10/4/2022,Male,70,9,116854.71,2,1
971,15805955,L?,6.70987E+16,638,France,47679.14,7/25/2022,7/25/2022,7/25/2022,Female,48,10,138333.03,1,1
972,15801488,Buckner,5.60225E+17,723,France,134509.47,5/7/2022,5/7/2022,5/7/2022,Male,25,3,0,2,1
973,15605918,Padovesi,5.00767E+15,635,Germany,153265.31,5/16/2022,5/16/2022,5/16/2022,Male,43,5,78992.75,2,0
974,15779711,Gray,3.56557E+15,750,Spain,179883.04,1/17/2022,1/17/2022,1/17/2022,Female,38,7,97257.41,2,1
975,15705620,Lu,5.61062E+15,730,France,138882.98,5/30/2022,5/30/2022,5/30/2022,Male,34,5,122453.37,2,0
976,15685357,Wright,5.60223E+15,750,Spain,9855.81,2/19/2022,2/19/2022,2/19/2022,Female,36,8,112940.07,1,1
977,15570060,Palerma,3.58311E+15,586,France,67046.83,3/6/2022,3/6/2022,3/6/2022,Female,43,8,132558.26,1,0
978,15582616,Y?an,6.77145E+16,520,France,56388.63,12/22/2021,12/22/2021,12/22/2021,Female,38,4,0,2,0
979,15799515,Wei,3.56395E+15,652,France,77764.37,1/22/2022,1/22/2022,1/22/2022,Female,48,8,133297.24,1,0
980,15642937,Padovesi,4.04138E+12,550,France,130590.35,2/5/2022,2/5/2022,2/5/2022,Female,46,7,0,2,0
981,15624729,Tsao,6.75985E+18,594,France,151912.49,6/4/2022,6/4/2022,6/4/2022,Male,27,0,197041.8,1,0
982,15566156,Franklin,4.91347E+15,749,Germany,151083.8,6/27/2022,6/27/2022,6/27/2022,Female,44,0,71497.79,2,0
983,15792360,Clark,3.58757E+15,668,France,777.37,5/26/2022,5/26/2022,5/26/2022,Male,32,7,0,2,1
984,15807008,McGregor,5.46242E+15,614,Germany,69454.24,12/25/2021,12/25/2021,12/25/2021,Female,35,6,128100.28,1,0
985,15704770,Pan,3.5737E+15,773,France,11723.57,3/8/2022,3/8/2022,3/8/2022,Male,25,1,124532.78,2,1
986,15756475,Kenniff,3.00434E+13,551,Germany,91565.25,6/21/2022,6/21/2022,6/21/2022,Male,31,9,82293.82,2,1
987,15655339,Spencer,6.70935E+17,566,France,79616.37,4/5/2022,4/5/2022,4/5/2022,Male,36,1,142120.91,1,0
988,15613749,Lees,3.53369E+15,569,Spain,102299.81,11/26/2022,11/26/2022,11/26/2022,Male,34,0,151839.26,1,0
989,15664521,David,3.58895E+15,659,Spain,104533.51,9/11/2022,9/11/2022,9/11/2022,Male,31,7,149620.88,2,1
990,15681206,Hsing,3.55036E+15,722,France,140765.57,1/22/2022,1/22/2022,1/22/2022,Female,49,3,168197.66,1,0
991,15745527,Burke,5.89388E+17,655,France,66214.13,11/16/2022,11/16/2022,11/16/2022,Male,37,5,93147,2,0
992,15806926,Watson,3.72302E+14,615,France,139816.1,1/15/2022,1/15/2022,1/15/2022,Female,35,2,97440.02,2,1
993,15724563,Hawkins,3.58176E+15,752,Germany,140139.28,3/25/2022,3/25/2022,3/25/2022,Female,42,3,65046.08,2,1
994,15782899,Ginn,3.56749E+15,661,Spain,102297.15,2/18/2022,2/18/2022,2/18/2022,Female,28,7,95357.49,1,0
995,15623521,Sozonov,3.57154E+15,838,Spain,145765.83,4/24/2022,4/24/2022,4/24/2022,Male,43,9,123105.88,2,0
996,15810218,Sun,3.55375E+15,610,Spain,83912.24,9/7/2022,9/7/2022,9/7/2022,Male,29,9,0,3,1
997,15645621,Hunter,3.01837E+13,811,Spain,78439.73,4/30/2022,4/30/2022,4/30/2022,Male,44,3,0,2,1
998,15608114,Manfrin,5.01012E+15,587,Spain,6776.92,7/20/2022,7/20/2022,7/20/2022,Male,62,7,121286.27,1,1
999,15659557,Artamonova,3.74288E+14,811,Germany,9903.42,1/11/2022,1/11/2022,1/11/2022,Female,28,4,167738.82,2,1
1000,15787772,Hansen,6.75902E+18,759,France,91561.91,9/30/2022,9/30/2022,9/30/2022,Female,38,1,104091.29,1,0
